Format Version,1.23,Take Name,Take 2020-10-05 02.17.12 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-05 02.17.13.348 PM,Total Frames in Take,5032,Total Exported Frames,5032,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
4181,16.724000,,,,,,,,,,,,,,,,,,,,,,,,,1.433740,-1.763933,-0.133809,,,,,,,,,,,,
4182,16.728000,,,,,,,,,,,,,,,,,,,,,,,,,1.434220,-1.763866,-0.133860,,,,,,,,,,,,
4183,16.732000,,,,,,,,,,,,,,,,,,,,,,,,,1.434689,-1.763745,-0.133887,,,,,,,,,,,,
4184,16.736000,,,,,,,,,,,,,,,,,,,,,,,,,1.435107,-1.763653,-0.133991,,,,,,,,,,,,
4185,16.740000,,,,,,,,,,,,,,,,,,,,,,,,,1.435466,-1.764341,-0.134594,,,,,,,,,,,,
4186,16.744000,,,,,,,,,,,,,,,,,,,,,,,,,1.435825,-1.764182,-0.134588,,,,,,,,,,,,
4187,16.748000,,,,,,,,,,,,,,,,,,,,,,,,,1.436423,-1.763832,-0.134499,,,,,,,,,,,,
4188,16.752000,,,,,,,,,,,,,,,,,,,,,,,,,1.436676,-1.763765,-0.134523,,,,,,,,,,,,
4189,16.756000,,,,,,,,,,,,,,,,,,,,,,,,,1.436819,-1.763850,-0.134577,,,,,,,,,,,,
4190,16.760000,,,,,,,,,,,,,,,,,,,,,,,,,1.437164,-1.763767,-0.134508,,,,,,,,,,,,
4191,16.764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,16.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,16.772000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,16.776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,16.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,16.784000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,16.788000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,16.792000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,16.796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,16.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,16.804000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,16.808000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,16.812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,16.816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,16.820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,16.824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,16.828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,16.832000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,16.836000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,16.840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,16.844000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,16.848000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,16.852000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,16.856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,16.860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,16.864000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,16.868000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,16.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,16.876000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,16.880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,16.884000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,16.888000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,16.892000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,16.896000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,16.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,16.904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,16.908000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,16.912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,16.916000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,16.920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,16.924000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,16.928000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,16.932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,16.936000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,16.940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,16.944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,16.948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,16.952000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,16.956000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,16.960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,16.964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,16.968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,16.972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,16.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,16.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,16.984000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,16.988000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,16.992000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,16.996000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,17.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,17.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,17.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,17.012000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,17.016000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,17.020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,17.024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,17.028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,17.032000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,17.036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,17.040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,17.044000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,17.048000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,17.052000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,17.056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,17.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,17.064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,17.068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,17.072000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,17.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,17.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,17.084000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,17.088000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,17.092000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,17.096000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,17.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,17.104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,17.108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,17.112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,17.116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,17.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,17.124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,17.128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,17.132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,17.136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,17.140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,17.144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,17.148000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,17.152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,17.156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,17.160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,17.164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,17.168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,17.172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,17.176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,17.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,17.184000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,17.188000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,17.192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,17.196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,17.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,17.204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,17.208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,17.212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,17.216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,17.220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,17.224000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,17.228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,17.232000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,17.236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,17.240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.471659,-1.753551,-0.134301,,,,,,,,,
4311,17.244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.471995,-1.753259,-0.134180,,,,,,,,,
4312,17.248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.472258,-1.753108,-0.134150,,,,,,,,,
4313,17.252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.472533,-1.752897,-0.134100,,,,,,,,,
4314,17.256000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.472872,-1.752700,-0.134074,,,,,,,,,
4315,17.260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.473204,-1.752510,-0.134051,,,,,,,,,
4316,17.264000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.473471,-1.752392,-0.134059,,,,,,,,,
4317,17.268000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.473784,-1.752216,-0.134077,,,,,,,,,
4318,17.272000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.474350,-1.751725,-0.133840,,,,,,,,,
4319,17.276000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.474601,-1.751588,-0.133936,,,,,,,,,
4320,17.280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.474840,-1.751410,-0.133934,,,,,,,,,
4321,17.284000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475027,-1.751288,-0.133933,,,,,,,,,
4322,17.288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475268,-1.751099,-0.133910,,,,,,,,,
4323,17.292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475462,-1.750968,-0.133897,,,,,,,,,
4324,17.296000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475641,-1.750902,-0.133918,,,,,,,,,
4325,17.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475834,-1.750827,-0.133924,,,,,,,,,
4326,17.304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.476024,-1.750771,-0.134001,,,,,,,,,
4327,17.308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.476253,-1.750706,-0.134039,,,,,,,,,
4328,17.312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.476650,-1.750351,-0.133834,,,,,,,,,
4329,17.316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.476785,-1.750352,-0.133912,,,,,,,,,
4330,17.320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.477054,-1.750213,-0.133887,,,,,,,,,
4331,17.324000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,17.328000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,17.332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,17.336000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,17.340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,17.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,17.348000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,17.352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,17.356000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,17.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,17.364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,17.368000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,17.372000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,17.376000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,17.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,17.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,17.388000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,17.392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,17.396000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,17.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,17.404000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,17.408000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,17.412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,17.416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,17.420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,17.424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,17.428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,17.432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,17.436000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,17.440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,17.444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,17.448000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,17.452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,17.456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,17.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,17.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,17.468000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,17.472000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,17.476000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,17.480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,17.484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,17.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,17.492000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,17.496000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,17.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,17.504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,17.508000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,17.512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,17.516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,17.520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,17.524000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,17.528000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,17.532000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,17.536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,17.540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,17.544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,17.548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,17.552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,17.556000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,17.560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,17.564000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,17.568000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,17.572000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,17.576000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,17.580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,17.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,17.588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,17.592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,17.596000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,17.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,17.604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,17.608000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,17.612000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,17.616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,17.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,17.624000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,17.628000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,17.632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492218,-1.743221,-0.132386,,,,,,
4409,17.636000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492359,-1.743133,-0.132403,,,,,,
4410,17.640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492474,-1.743055,-0.132407,,,,,,
4411,17.644000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492674,-1.742946,-0.132421,,,,,,
4412,17.648000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492851,-1.742691,-0.132361,,,,,,
4413,17.652000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492987,-1.742658,-0.132397,,,,,,
4414,17.656000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493140,-1.742594,-0.132406,,,,,,
4415,17.660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493384,-1.742538,-0.132590,,,,,,
4416,17.664000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493504,-1.742529,-0.132624,,,,,,
4417,17.668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493713,-1.742354,-0.132613,,,,,,
4418,17.672000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493836,-1.742347,-0.132642,,,,,,
4419,17.676000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494065,-1.742234,-0.132721,,,,,,
4420,17.680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494269,-1.742120,-0.132716,,,,,,
4421,17.684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494393,-1.742107,-0.132776,,,,,,
4422,17.688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494521,-1.742122,-0.132815,,,,,,
4423,17.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494632,-1.742123,-0.132848,,,,,,
4424,17.696000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494763,-1.742173,-0.132899,,,,,,
4425,17.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494790,-1.742320,-0.132950,,,,,,
4426,17.704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494877,-1.742365,-0.133073,,,,,,
4427,17.708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494948,-1.742470,-0.133199,,,,,,
4428,17.712000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495041,-1.742530,-0.133309,,,,,,
4429,17.716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495275,-1.743289,-0.133826,,,,,,
4430,17.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,17.724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,17.728000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,17.732000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,17.736000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,17.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,17.744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,17.748000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,17.752000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,17.756000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,17.760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,17.764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,17.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,17.772000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,17.776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,17.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,17.784000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,17.788000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,17.792000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,17.796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,17.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,17.804000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,17.808000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,17.812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,17.816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,17.820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
